"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","expression regulated by","<-","1.0",,"MUC2 (FI) SP1","false",,"MUC2 (FI) SP1"
"FI","complex; input","-","1.0",,"FN1 (FI) VCL","false",,"FN1 (FI) VCL"
"FI","predicted","-","0.64",,"STAT3 (FI) TDG","false",,"STAT3 (FI) TDG"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR7E24","false",,"GNG13 (FI) OR7E24"
"FI","complex","-","1.0",,"H3C15 (FI) MYC","false",,"H3C15 (FI) MYC"
"FI","predicted","-","0.64",,"GATA2 (FI) SMAD4","false",,"GATA2 (FI) SMAD4"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF354A","false",,"STAT1 (FI) ZNF354A"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF354B","false",,"STAT1 (FI) ZNF354B"
"FI","catalyze; catalyzed by; input","<->","1.0",,"HUWE1 (FI) RBX1","false",,"HUWE1 (FI) RBX1"
"FI","PPrel: activated by","<-","1.0",,"ACTB (FI) WASF3","false",,"ACTB (FI) WASF3"
"FI","predicted","-","0.64",,"ATN1 (FI) MDFI","false",,"ATN1 (FI) MDFI"
"FI","predicted","-","0.63",,"CACNA1G (FI) CAV1","false",,"CACNA1G (FI) CAV1"
"FI","complex; inhibite; input","-|","1.0",,"EP300 (FI) UBC","false",,"EP300 (FI) UBC"
"FI","activated by; inhibite","<-|","1.0",,"EP400 (FI) RB1","false",,"EP400 (FI) RB1"
"FI","catalyze","->","1.0",,"CHST1 (FI) LUM","false",,"CHST1 (FI) LUM"
"FI","complex; input","-","1.0",,"AKAP9 (FI) MAPK1","false",,"AKAP9 (FI) MAPK1"
"FI","expression regulated by","<-","1.0",,"BAZ1B (FI) FOS","false",,"BAZ1B (FI) FOS"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF605","false",,"STAT1 (FI) ZNF605"
"FI","predicted","-","0.63",,"ARNTL (FI) USP9Y","false",,"ARNTL (FI) USP9Y"
"FI","predicted","-","0.64",,"APPL1 (FI) TRAF2","false",,"APPL1 (FI) TRAF2"
"FI","GErel: expression by","<-","1.0",,"ATP2B2 (FI) ESR1","false",,"ATP2B2 (FI) ESR1"
"FI","GErel: expression by","<-","1.0",,"ATP2B3 (FI) ESR1","false",,"ATP2B3 (FI) ESR1"
"FI","predicted","-","0.54",,"BLMH (FI) HSP90AB1","false",,"BLMH (FI) HSP90AB1"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR5D18","false",,"GNG13 (FI) OR5D18"
"FI","complex; input","-","1.0",,"CDC42 (FI) WIPF3","false",,"CDC42 (FI) WIPF3"
"FI","complex; input","-","1.0",,"RAD21 (FI) SYNE2","false",,"RAD21 (FI) SYNE2"
"FI","complex; input; reaction","-","1.0",,"MAML2 (FI) STAT1","false",,"MAML2 (FI) STAT1"
"FI","catalyzed by","<-","1.0",,"AKT1 (FI) NF1","false",,"AKT1 (FI) NF1"
"FI","complex; input","-","1.0",,"AP2M1 (FI) APOB","false",,"AP2M1 (FI) APOB"
"FI","complex; input","-","1.0",,"ARRB2 (FI) UBC","false",,"ARRB2 (FI) UBC"
"FI","expression regulates","->","1.0",,"RAD21 (FI) ZNF587","false",,"RAD21 (FI) ZNF587"
"FI","catalyzed by","<-","1.0",,"NRAS (FI) PAK2","false",,"NRAS (FI) PAK2"
"FI","predicted","-","0.99",,"GLI3 (FI) WDR11","false",,"GLI3 (FI) WDR11"
"FI","complex","-","1.0",,"DCTN1 (FI) DNAH17","false",,"DCTN1 (FI) DNAH17"
"FI","predicted","-","0.52",,"MATR3 (FI) SERINC1","false",,"MATR3 (FI) SERINC1"
"FI","PPrel: binding/association","-","1.0",,"MYH14 (FI) MYL5","false",,"MYH14 (FI) MYL5"
"FI","complex; input","-","1.0",,"CWC22 (FI) SNRNP200","false",,"CWC22 (FI) SNRNP200"
"FI","PPrel: binding/association; catalyze; catalyzed by; complex; input","<->","1.0",,"MYH11 (FI) MYL5","false",,"MYH11 (FI) MYL5"
"FI","complex; input","-","1.0",,"CTNNB1 (FI) EP400","false",,"CTNNB1 (FI) EP400"
"FI","inhibited by","|-","1.0",,"CALM3 (FI) PAK2","false",,"CALM3 (FI) PAK2"
"FI","predicted","-","0.64",,"ARF6 (FI) GDI2","false",,"ARF6 (FI) GDI2"
"FI","PPrel: activated, indirect effect","<-","1.0",,"CALM3 (FI) GPC1","false",,"CALM3 (FI) GPC1"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNB1 (FI) OR1E1","false",,"GNB1 (FI) OR1E1"
"FI","complex","-","1.0",,"DCTN1 (FI) DNAH2","false",,"DCTN1 (FI) DNAH2"
"FI","catalyzed by; complex; input","<-","1.0",,"ESR1 (FI) HSP90AA1","false",,"ESR1 (FI) HSP90AA1"
"FI","expression regulates","->","1.0",,"TAF1 (FI) THAP7","false",,"TAF1 (FI) THAP7"
"FI","expression regulates","->","1.0",,"RAD21 (FI) ZNF595","false",,"RAD21 (FI) ZNF595"
"FI","expression regulated by","<-","1.0",,"APOA1 (FI) EP300","false",,"APOA1 (FI) EP300"
"FI","complex; input","-","1.0",,"CLIP1 (FI) RAD21","false",,"CLIP1 (FI) RAD21"
"FI","catalyze; catalyzed by; input","<->","1.0",,"HLA-DQB2 (FI) HLA-DRB5","false",,"HLA-DQB2 (FI) HLA-DRB5"
"FI","PPrel: activated by, phosphorylation; catalyzed by","<-","1.0",,"FCGR2A (FI) HCK","false",,"FCGR2A (FI) HCK"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR14I1 (FI) PRKACA","false",,"OR14I1 (FI) PRKACA"
"FI","PPrel: compound","-","1.0",,"KRAS (FI) NOS1","false",,"KRAS (FI) NOS1"
"FI","complex; input","-","1.0",,"EGFR (FI) NF1","false",,"EGFR (FI) NF1"
"FI","predicted","-","0.64",,"APPL1 (FI) TP53","false",,"APPL1 (FI) TP53"
"FI","predicted","-","0.54",,"NRF1 (FI) ZNF626","false",,"NRF1 (FI) ZNF626"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNB1 (FI) OR1D5","false",,"GNB1 (FI) OR1D5"
"FI","activate; activated by","<->","1.0",,"FN1 (FI) PRKACB","false",,"FN1 (FI) PRKACB"
"FI","predicted","-","0.63",,"ACTB (FI) PKD1","false",,"ACTB (FI) PKD1"
"FI","complex","-","1.0",,"SPTAN1 (FI) USH1C","false",,"SPTAN1 (FI) USH1C"
"FI","PPrel: activated by, phosphorylation; activated by","<-","1.0",,"DOCK2 (FI) HCK","false",,"DOCK2 (FI) HCK"
"FI","expression regulated by","<-","1.0",,"AKR1C1 (FI) POU2F1","false",,"AKR1C1 (FI) POU2F1"
"FI","complex; input","-","1.0",,"SCN5A (FI) SPTBN4","false",,"SCN5A (FI) SPTBN4"
"FI","predicted","-","0.99",,"HTT (FI) REST","false",,"HTT (FI) REST"
"FI","predicted","-","0.64",,"TRIM27 (FI) UBE2A","false",,"TRIM27 (FI) UBE2A"
"FI","predicted","-","0.64",,"TRIM27 (FI) UBE2U","false",,"TRIM27 (FI) UBE2U"
"FI","inhibited by","|-","1.0",,"AKAP9 (FI) KRAS","false",,"AKAP9 (FI) KRAS"
"FI","complex","-","1.0",,"PRPF8 (FI) SNRNP200","false",,"PRPF8 (FI) SNRNP200"
"FI","input","-","1.0",,"COPS5 (FI) POLR2F","false",,"COPS5 (FI) POLR2F"
"FI","activated by; inhibite","<-|","1.0",,"HDAC1 (FI) SETD1A","false",,"HDAC1 (FI) SETD1A"
"FI","activated by; inhibit","<-|","1.0",,"RB1 (FI) SP1","false",,"RB1 (FI) SP1"
"FI","input","-","1.0",,"COPS5 (FI) POLR2A","false",,"COPS5 (FI) POLR2A"
"FI","expression regulates","->","1.0",,"MYC (FI) THAP7","false",,"MYC (FI) THAP7"
"FI","PPrel: activated by, phosphorylation; catalyzed by","<-","1.0",,"CALM3 (FI) PRKACB","false",,"CALM3 (FI) PRKACB"
"FI","complex; input","-","1.0",,"AP2M1 (FI) AVPR2","false",,"AP2M1 (FI) AVPR2"
"FI","activate","->","1.0",,"OTOG (FI) SPTAN1","false",,"OTOG (FI) SPTAN1"
"FI","activated by","<-","1.0",,"ACTA2 (FI) RAC1","false",,"ACTA2 (FI) RAC1"
"FI","activated by","<-","1.0",,"ABL1 (FI) CDK2","false",,"ABL1 (FI) CDK2"
"FI","catalyzed by","<-","1.0",,"H3C15 (FI) MYO1C","false",,"H3C15 (FI) MYO1C"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR9G1","false",,"ARRB2 (FI) OR9G1"
"FI","predicted","-","0.6",,"HSP90AA1 (FI) STT3B","false",,"HSP90AA1 (FI) STT3B"
"FI","complex; input","-","1.0",,"EXOC7 (FI) PKD1","false",,"EXOC7 (FI) PKD1"
"FI","predicted","-","0.63",,"IRS1 (FI) YWHAZ","false",,"IRS1 (FI) YWHAZ"
"FI","catalyze","->","1.0",,"GRB2 (FI) PRKD2","false",,"GRB2 (FI) PRKD2"
"FI","complex; input","-","1.0",,"POLR2A (FI) SNRNP200","false",,"POLR2A (FI) SNRNP200"
"FI","PPrel: activation; PPrel: binding/association; complex","->","1.0",,"HLA-A (FI) KIR2DL4","false",,"HLA-A (FI) KIR2DL4"
"FI","complex; input","-","1.0",,"POLR2F (FI) SNRNP200","false",,"POLR2F (FI) SNRNP200"
"FI","activated by","<-","1.0",,"CDK2 (FI) MAPK1","false",,"CDK2 (FI) MAPK1"
"FI","PPrel: activation, phosphorylation","->","1.0",,"MAPK1 (FI) MITF","false",,"MAPK1 (FI) MITF"
"FI","PPrel: activation","->","1.0",,"HLA-A (FI) KIR2DL1","false",,"HLA-A (FI) KIR2DL1"
"FI","GErel: expression","->","1.0",,"CIITA (FI) HLA-DRB5","false",,"CIITA (FI) HLA-DRB5"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"PRKACA (FI) RHOA","false",,"PRKACA (FI) RHOA"
"FI","predicted","-","0.68",,"HSP90AA1 (FI) YWHAZ","false",,"HSP90AA1 (FI) YWHAZ"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"EZR (FI) PRKCE","false",,"EZR (FI) PRKCE"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR7C1 (FI) PRKACA","false",,"OR7C1 (FI) PRKACA"
"FI","activate","->","1.0",,"HUWE1 (FI) MAX","false",,"HUWE1 (FI) MAX"
"FI","PPrel: activation, phosphorylation","->","1.0",,"PRKACA (FI) RYR2","false",,"PRKACA (FI) RYR2"
"FI","predicted","-","0.64",,"APP (FI) PTK2B","false",,"APP (FI) PTK2B"
"FI","complex","-","1.0",,"CKAP5 (FI) HSP90AA1","false",,"CKAP5 (FI) HSP90AA1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR7C2 (FI) PRKACA","false",,"OR7C2 (FI) PRKACA"
"FI","PPrel: activated by; catalyze; catalyzed by; complex; input","<->","1.0",,"CD247 (FI) HLA-DRB5","false",,"CD247 (FI) HLA-DRB5"
"FI","catalyze; complex; input","->","1.0",,"CTNNB1 (FI) PCDHA1","false",,"CTNNB1 (FI) PCDHA1"
"FI","predicted","-","0.64",,"ILK (FI) MMS19","false",,"ILK (FI) MMS19"
"FI","complex; input","-","1.0",,"AKAP9 (FI) TUBGCP6","false",,"AKAP9 (FI) TUBGCP6"
"FI","inhibited by","|-","1.0",,"GRB2 (FI) MUC20","false",,"GRB2 (FI) MUC20"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNG13 (FI) OR2J3","false",,"GNG13 (FI) OR2J3"
"FI","catalyze; complex; input","->","1.0",,"CTNNB1 (FI) PCDHGA1","false",,"CTNNB1 (FI) PCDHGA1"
"FI","predicted","-","0.64",,"RBBP8 (FI) SAMHD1","false",,"RBBP8 (FI) SAMHD1"
"FI","catalyze; complex; input","->","1.0",,"MET (FI) UBC","false",,"MET (FI) UBC"
"FI","GErel: expression by; PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect; PPrel: phosphorylated by; activated by; catalyzed by; reaction","<-","1.0",,"FOS (FI) MAPK1","false",,"FOS (FI) MAPK1"
"FI","complex; input","-","1.0",,"CAV1 (FI) FN1","false",,"CAV1 (FI) FN1"
"FI","predicted","-","0.64",,"AXIN1 (FI) TRIM27","false",,"AXIN1 (FI) TRIM27"
"FI","predicted","-","0.99",,"HTT (FI) SQSTM1","false",,"HTT (FI) SQSTM1"
"FI","catalyze; complex; input","->","1.0",,"CDC42 (FI) UBC","false",,"CDC42 (FI) UBC"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR4B1","false",,"GNB1 (FI) OR4B1"
"FI","complex; input","-","1.0",,"GRB2 (FI) PTPRA","false",,"GRB2 (FI) PTPRA"
"FI","PPrel: activation","->","1.0",,"NAIP (FI) NLRP4","false",,"NAIP (FI) NLRP4"
"FI","activate","->","1.0",,"HDAC1 (FI) TAF1A","false",,"HDAC1 (FI) TAF1A"
"FI","complex; input; reaction","-","1.0",,"EP300 (FI) POLR2A","false",,"EP300 (FI) POLR2A"
"FI","GErel: expression","->","1.0",,"STAT1 (FI) ZNF676","false",,"STAT1 (FI) ZNF676"
"FI","activate; catalyzed by; complex; input","<->","1.0",,"HSP90AA1 (FI) RHOA","false",,"HSP90AA1 (FI) RHOA"
"FI","activate","->","1.0",,"CAV1 (FI) TRAF2","false",,"CAV1 (FI) TRAF2"
"FI","complex; input","-","1.0",,"GNB1 (FI) KCNJ12","false",,"GNB1 (FI) KCNJ12"
"FI","expression regulates","->","1.0",,"CTCF (FI) EDN1","false",,"CTCF (FI) EDN1"
"FI","complex; input; reaction","-","1.0",,"RB1 (FI) SMC4","false",,"RB1 (FI) SMC4"
"FI","complex; input","-","1.0",,"SCN5A (FI) SPTAN1","false",,"SCN5A (FI) SPTAN1"
"FI","PPrel: activated by, phosphorylation","<-","1.0",,"FOS (FI) PRKACB","false",,"FOS (FI) PRKACB"
"FI","predicted","-","0.64",,"AKT1 (FI) PLXNA1","false",,"AKT1 (FI) PLXNA1"
"FI","predicted","-","0.63",,"CCNC (FI) MED12L","false",,"CCNC (FI) MED12L"
"FI","reaction","-","1.0",,"C1D (FI) DIS3","false",,"C1D (FI) DIS3"
"FI","activated by","<-","1.0",,"HDAC1 (FI) NUP153","false",,"HDAC1 (FI) NUP153"
"FI","predicted","-","0.64",,"HSP90AB1 (FI) SMAD3","false",,"HSP90AB1 (FI) SMAD3"
"FI","activate","->","1.0",,"KRAS (FI) RHOA","false",,"KRAS (FI) RHOA"
"FI","complex; input","-","1.0",,"DYNC1H1 (FI) RAB7A","false",,"DYNC1H1 (FI) RAB7A"
"FI","PPrel: inhibited by","|-","1.0",,"NOTCH1 (FI) NUMBL","false",,"NOTCH1 (FI) NUMBL"
"FI","reaction","-","1.0",,"IFNA16 (FI) JUN","false",,"IFNA16 (FI) JUN"
"FI","predicted","-","0.64",,"RYR1 (FI) TTN","false",,"RYR1 (FI) TTN"
"FI","catalyze; complex; input","->","1.0",,"AVPR2 (FI) GNB1","false",,"AVPR2 (FI) GNB1"
"FI","predicted","-","0.57",,"COPS5 (FI) STAT1","false",,"COPS5 (FI) STAT1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2T35 (FI) PRKACB","false",,"OR2T35 (FI) PRKACB"
"FI","predicted","-","0.64",,"FLNA (FI) SMAD3","false",,"FLNA (FI) SMAD3"
"FI","PPrel: activated by; complex; input","<-","1.0",,"NRAS (FI) RASAL1","false",,"NRAS (FI) RASAL1"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR1A1","false",,"ARRB2 (FI) OR1A1"
"FI","PPrel: activated by","<-","1.0",,"GNG13 (FI) OR2AK2","false",,"GNG13 (FI) OR2AK2"
"FI","expression regulated by","<-","1.0",,"BRCA1 (FI) JUN","false",,"BRCA1 (FI) JUN"
"FI","predicted","-","0.69",,"BAZ1B (FI) ZNF646","false",,"BAZ1B (FI) ZNF646"
"FI","complex; input","-","1.0",,"APP (FI) KLC3","false",,"APP (FI) KLC3"
"FI","complex; input","-","1.0",,"CKAP5 (FI) NUP85","false",,"CKAP5 (FI) NUP85"
"FI","catalyzed by","<-","1.0",,"KPNA7 (FI) NUP153","false",,"KPNA7 (FI) NUP153"
"FI","input","-","1.0",,"MITF (FI) STAT3","false",,"MITF (FI) STAT3"
"FI","activate; catalyzed by","<->","1.0",,"H3C15 (FI) TBP","false",,"H3C15 (FI) TBP"
"FI","input","-","1.0",,"PCDHA9 (FI) PCDHB8","false",,"PCDHA9 (FI) PCDHB8"
"FI","PPrel: activated by; activated by; catalyze; catalyzed by; complex; input; reaction","<->","1.0",,"BRAF (FI) KRAS","false",,"BRAF (FI) KRAS"
"FI","complex; input","-","1.0",,"KRT38 (FI) KRT86","false",,"KRT38 (FI) KRT86"
"FI","PPrel: inhibition; complex; input","-|","1.0",,"CHD8 (FI) CTNNB1","false",,"CHD8 (FI) CTNNB1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2T27 (FI) PRKACB","false",,"OR2T27 (FI) PRKACB"
"FI","expression regulated by","<-","1.0",,"PTK2B (FI) ZEB1","false",,"PTK2B (FI) ZEB1"
"FI","input","-","1.0",,"PCDHA9 (FI) PCDHB2","false",,"PCDHA9 (FI) PCDHB2"
"FI","complex; input","-","1.0",,"ARRB2 (FI) CHRM3","false",,"ARRB2 (FI) CHRM3"
"FI","activated by","<-","1.0",,"AKT1 (FI) RHOA","false",,"AKT1 (FI) RHOA"
"FI","activated by","<-","1.0",,"GNB1 (FI) WNT1","false",,"GNB1 (FI) WNT1"
"FI","complex; input","-","1.0",,"ESR1 (FI) USF2","false",,"ESR1 (FI) USF2"
"FI","expression regulated by","<-","1.0",,"MYC (FI) TP53","false",,"MYC (FI) TP53"
"FI","predicted","-","0.63",,"CHD5 (FI) HDAC1","false",,"CHD5 (FI) HDAC1"
"FI","complex; expression regulated by; input","<-","1.0",,"ESR1 (FI) USF1","false",,"ESR1 (FI) USF1"
"FI","activated by; complex; input","<-","1.0",,"BMS1 (FI) RRP7A","false",,"BMS1 (FI) RRP7A"
"FI","GErel: repression","-|","1.0",,"NFX1 (FI) TERT","false",,"NFX1 (FI) TERT"
"FI","complex; input; reaction","-","1.0",,"EP300 (FI) JUN","false",,"EP300 (FI) JUN"
"FI","complex; input","-","1.0",,"FOXA1 (FI) PGR","false",,"FOXA1 (FI) PGR"
"FI","complex; input","-","1.0",,"DCTN1 (FI) GALNT1","false",,"DCTN1 (FI) GALNT1"
"FI","catalyze; input","->","1.0",,"HCK (FI) UBC","false",,"HCK (FI) UBC"
"FI","predicted","-","0.64",,"ABL1 (FI) WNK2","false",,"ABL1 (FI) WNK2"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR2T11 (FI) PRKACB","false",,"OR2T11 (FI) PRKACB"
"FI","predicted","-","0.54",,"EZR (FI) TAF1","false",,"EZR (FI) TAF1"
"FI","input","-","1.0",,"BMPR2 (FI) SOSTDC1","false",,"BMPR2 (FI) SOSTDC1"
"FI","complex; input","-","1.0",,"DYNC1H1 (FI) NUP85","false",,"DYNC1H1 (FI) NUP85"
"FI","GErel: expression","->","1.0",,"RXRB (FI) UBC","false",,"RXRB (FI) UBC"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR52E8 (FI) PRKACB","false",,"OR52E8 (FI) PRKACB"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR7E24","false",,"GNB1 (FI) OR7E24"
"FI","PPrel: activation, indirect effect","->","1.0",,"GNB1 (FI) RHOA","false",,"GNB1 (FI) RHOA"
"FI","input","-","1.0",,"DDX41 (FI) UBC","false",,"DDX41 (FI) UBC"
"FI","complex; input","-","1.0",,"BAZ1B (FI) EP300","false",,"BAZ1B (FI) EP300"
"FI","expression regulated by","<-","1.0",,"CTNNB1 (FI) TAF1","false",,"CTNNB1 (FI) TAF1"
"FI","predicted","-","0.64",,"BRCA1 (FI) SP1","false",,"BRCA1 (FI) SP1"
"FI","PPrel: activation; activate; activated by; complex; input","<->","1.0",,"CDC42 (FI) PAK2","false",,"CDC42 (FI) PAK2"
"FI","complex; input","-","1.0",,"COL5A1 (FI) VCL","false",,"COL5A1 (FI) VCL"
"FI","predicted","-","0.64",,"CAV1 (FI) SMAD4","false",,"CAV1 (FI) SMAD4"
"FI","complex","-","1.0",,"NEB (FI) TTN","false",,"NEB (FI) TTN"
"FI","input","-","1.0",,"PCDHA7 (FI) PCDHA9","false",,"PCDHA7 (FI) PCDHA9"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR1E1","false",,"ARRB2 (FI) OR1E1"
"FI","expression regulates","->","1.0",,"CTBP2 (FI) DLX4","false",,"CTBP2 (FI) DLX4"
"FI","activated by","<-","1.0",,"GSN (FI) STRC","false",,"GSN (FI) STRC"
"FI","catalyze; complex; input","->","1.0",,"GRB2 (FI) RAC1","false",,"GRB2 (FI) RAC1"
"FI","expression regulates","->","1.0",,"GATA2 (FI) ZEB1","false",,"GATA2 (FI) ZEB1"
"FI","GErel: expression by","<-","1.0",,"ACTA2 (FI) SMAD3","false",,"ACTA2 (FI) SMAD3"
"FI","PPrel: inhibition","-|","1.0",,"HDAC1 (FI) IRF1","false",,"HDAC1 (FI) IRF1"
"FI","PPrel: activated by; complex; input","<-","1.0",,"GNB1 (FI) OR10H2","false",,"GNB1 (FI) OR10H2"
"FI","predicted","-","0.64",,"CAV1 (FI) RHOA","false",,"CAV1 (FI) RHOA"
"FI","GErel: expression by","<-","1.0",,"HLA-DQA1 (FI) STAT1","false",,"HLA-DQA1 (FI) STAT1"
"FI","complex; input","-","1.0",,"KRT38 (FI) KRT6B","false",,"KRT38 (FI) KRT6B"
"FI","expression regulated by","<-","1.0",,"BCLAF1 (FI) USF1","false",,"BCLAF1 (FI) USF1"
"FI","complex; input","-","1.0",,"KRT38 (FI) KRT6C","false",,"KRT38 (FI) KRT6C"
"FI","expression regulated by","<-","1.0",,"BCLAF1 (FI) USF2","false",,"BCLAF1 (FI) USF2"
"FI","catalyzed by; complex; input","<-","1.0",,"RAC1 (FI) SRGAP2","false",,"RAC1 (FI) SRGAP2"
"FI","expression regulates","->","1.0",,"CTBP2 (FI) TFAP2A","false",,"CTBP2 (FI) TFAP2A"
"FI","activated by","<-","1.0",,"CTNNB1 (FI) NOTCH1","false",,"CTNNB1 (FI) NOTCH1"
"FI","predicted","-","0.64",,"CDC42 (FI) SYNE1","false",,"CDC42 (FI) SYNE1"
"FI","PPrel: inhibited by, phosphorylated by","|-","1.0",,"OR5C1 (FI) PRKACB","false",,"OR5C1 (FI) PRKACB"
"FI","activated by; complex; input","<-","1.0",,"AMER1 (FI) AXIN1","false",,"AMER1 (FI) AXIN1"
"FI","predicted","-","0.64",,"ADAM22 (FI) HCK","false",,"ADAM22 (FI) HCK"
"FI","reaction","-","1.0",,"AR (FI) POU2F1","false",,"AR (FI) POU2F1"
"FI","complex; expression regulated by; input","<-","1.0",,"DYNC1H1 (FI) RAD21","false",,"DYNC1H1 (FI) RAD21"
"FI","PPrel: inhibition, phosphorylation","-|","1.0",,"ARRB2 (FI) OR1D5","false",,"ARRB2 (FI) OR1D5"
"FI","expression regulated by","<-","1.0",,"APC (FI) USF1","false",,"APC (FI) USF1"
"FI","expression regulated by","<-","1.0",,"APC (FI) USF2","false",,"APC (FI) USF2"
"FI","predicted","-","0.7",,"FOS (FI) TRO","false",,"FOS (FI) TRO"
"FI","predicted","-","1.0",,"PARD3 (FI) YWHAZ","false",,"PARD3 (FI) YWHAZ"
"FI","catalyzed by","<-","1.0",,"FYN (FI) ITGA2","false",,"FYN (FI) ITGA2"
"FI","activated by; reaction","<-","1.0",,"MAPK1 (FI) RHOA","false",,"MAPK1 (FI) RHOA"
"FI","expression regulates","->","1.0",,"MYC (FI) ZNF605","false",,"MYC (FI) ZNF605"
"FI","PPrel: activated by","<-","1.0",,"GNB1 (FI) OR1J1","false",,"GNB1 (FI) OR1J1"
"FI","catalyze","->","1.0",,"FGFR3 (FI) PRKCE","false",,"FGFR3 (FI) PRKCE"
"FI","complex; input; reaction","-","1.0",,"EP300 (FI) MAML3","false",,"EP300 (FI) MAML3"
"FI","complex; input","-","1.0",,"PRPF8 (FI) SRRM2","false",,"PRPF8 (FI) SRRM2"
"FI","input","-","1.0",,"FAT2 (FI) PCDHA1","false",,"FAT2 (FI) PCDHA1"
"FI","PPrel: activation","->","1.0",,"ABL2 (FI) RAC1","false",,"ABL2 (FI) RAC1"
"FI","GErel: expression by; expression regulated by","<-","1.0",,"OAS3 (FI) STAT1","false",,"OAS3 (FI) STAT1"
"FI","PPrel: activation, phosphorylation","->","1.0",,"PRKACA (FI) SCN1B","false",,"PRKACA (FI) SCN1B"
"FI","predicted","-","0.64",,"CTBP2 (FI) NRF1","false",,"CTBP2 (FI) NRF1"
"FI","predicted","-","0.64",,"ABL1 (FI) PAK2","false",,"ABL1 (FI) PAK2"
"FI","predicted","-","0.64",,"MDFI (FI) MYPOP","false",,"MDFI (FI) MYPOP"
"FI","predicted","-","0.63",,"ARID1B (FI) STAT1","false",,"ARID1B (FI) STAT1"
"FI","PPrel: activated by","<-","1.0",,"PARD3 (FI) PRSS3","false",,"PARD3 (FI) PRSS3"
"FI","expression regulates","->","1.0",,"POU2F1 (FI) VWF","false",,"POU2F1 (FI) VWF"
"FI","GErel: expression by","<-","1.0",,"MYC (FI) STAT1","false",,"MYC (FI) STAT1"
"FI","predicted","-","0.63",,"PGR (FI) STAT1","false",,"PGR (FI) STAT1"
"FI","predicted","-","0.63",,"TAL1 (FI) TRRAP","false",,"TAL1 (FI) TRRAP"
"FI","complex; input","-","1.0",,"SF3A3 (FI) SRRM2","false",,"SF3A3 (FI) SRRM2"
"FI","activate","->","1.0",,"EP300 (FI) ZFHX3","false",,"EP300 (FI) ZFHX3"
"FI","activate","->","1.0",,"HUWE1 (FI) MYC","false",,"HUWE1 (FI) MYC"
"FI","input","-","1.0",,"HLA-DRB5 (FI) RAB7A","false",,"HLA-DRB5 (FI) RAB7A"
"FI","GErel: expression by; expression regulated by","<-","1.0",,"MYC (FI) STAT3","false",,"MYC (FI) STAT3"
"FI","predicted","-","0.64",,"MYO18B (FI) PLEC","false",,"MYO18B (FI) PLEC"
"FI","PPrel: inhibition, dephosphorylation","-|","1.0",,"DUSP2 (FI) MAPK1","false",,"DUSP2 (FI) MAPK1"
"FI","complex","-","1.0",,"AXIN1 (FI) CAV1","false",,"AXIN1 (FI) CAV1"
"FI","input","-","1.0",,"CELSR1 (FI) PCDHA1","false",,"CELSR1 (FI) PCDHA1"
"FI","catalyzed by; complex; input","<-","1.0",,"ACTB (FI) HTT","false",,"ACTB (FI) HTT"
"FI","complex; input","-","1.0",,"CCNC (FI) MAML3","false",,"CCNC (FI) MAML3"
"FI","activated by; expression regulated by","<-","1.0",,"AKT1 (FI) ESR1","false",,"AKT1 (FI) ESR1"
"FI","complex; input","-","1.0",,"SEC24A (FI) SERPINA1","false",,"SEC24A (FI) SERPINA1"
"FI","expression regulates","->","1.0",,"RXRA (FI) ZGPAT","false",,"RXRA (FI) ZGPAT"
"FI","activated by","<-","1.0",,"ACTA2 (FI) RHOQ","false",,"ACTA2 (FI) RHOQ"
"FI","predicted","-","0.64",,"ANK2 (FI) OBSCN","false",,"ANK2 (FI) OBSCN"
"FI","ECrel: compound","-","1.0",,"ADH6 (FI) UGT1A3","false",,"ADH6 (FI) UGT1A3"
"FI","PPrel: activation, phosphorylation","->","1.0",,"MAPK1 (FI) TP53","false",,"MAPK1 (FI) TP53"
