"interaction","LLS","name","selected","shared interaction","shared name"
"has functional association with","2.91213479411857","POTEG (has functional association with) POTEF","false","has functional association with","POTEG (has functional association with) POTEF"
"has functional association with","1.53236858139199","BRD4 (has functional association with) PRRC2A","false","has functional association with","BRD4 (has functional association with) PRRC2A"
"has functional association with","1.92077752591046","PPP1R13B (has functional association with) PPFIA3","false","has functional association with","PPP1R13B (has functional association with) PPFIA3"
"has functional association with","1.560734392594","AP2M1 (has functional association with) SLC25A5","false","has functional association with","AP2M1 (has functional association with) SLC25A5"
"has functional association with","1.543295066609","AP2M1 (has functional association with) EZR","false","has functional association with","AP2M1 (has functional association with) EZR"
"has functional association with","1.57643656140722","HNRNPL (has functional association with) RTEL1","false","has functional association with","HNRNPL (has functional association with) RTEL1"
"has functional association with","1.7026905201846","AP3S1 (has functional association with) IRS1","false","has functional association with","AP3S1 (has functional association with) IRS1"
"has functional association with","2.47283523714217","XIRP1 (has functional association with) SCN4A","false","has functional association with","XIRP1 (has functional association with) SCN4A"
"has functional association with","1.59555212200556","PRPF8 (has functional association with) EPPK1","false","has functional association with","PRPF8 (has functional association with) EPPK1"
"has functional association with","2.24780026557228","ZNF71 (has functional association with) ZNF354A","false","has functional association with","ZNF71 (has functional association with) ZNF354A"
"has functional association with","1.6052349145655","PRPF8 (has functional association with) KRT5","false","has functional association with","PRPF8 (has functional association with) KRT5"
"has functional association with","1.8091815855373","DENND4A (has functional association with) NF1","false","has functional association with","DENND4A (has functional association with) NF1"
"has functional association with","1.62772535869018","C3 (has functional association with) PDE4DIP","false","has functional association with","C3 (has functional association with) PDE4DIP"
"has functional association with","1.9207671706023","ZNF837 (has functional association with) KRTAP4-11","false","has functional association with","ZNF837 (has functional association with) KRTAP4-11"
"has functional association with","2.58171404002566","MUC20 (has functional association with) MUC3A","false","has functional association with","MUC20 (has functional association with) MUC3A"
"has functional association with","2.58171404002566","MUC20 (has functional association with) MUC4","false","has functional association with","MUC20 (has functional association with) MUC4"
"has functional association with","1.6498610693397","PRRC2C (has functional association with) KMT2C","false","has functional association with","PRRC2C (has functional association with) KMT2C"
"has functional association with","3.2429279536729","SIRPB1 (has functional association with) KLRC2","false","has functional association with","SIRPB1 (has functional association with) KLRC2"
"has functional association with","1.69005284216885","MBNL1 (has functional association with) SERPINA1","false","has functional association with","MBNL1 (has functional association with) SERPINA1"
"has functional association with","2.58171404002566","MUC20 (has functional association with) MUC6","false","has functional association with","MUC20 (has functional association with) MUC6"
"has functional association with","2.58171404002566","MUC20 (has functional association with) MUC16","false","has functional association with","MUC20 (has functional association with) MUC16"
"has functional association with","1.83703083358323","DENND1A (has functional association with) NAV1","false","has functional association with","DENND1A (has functional association with) NAV1"
"has functional association with","2.58171403978155","MUC12 (has functional association with) MUC20","false","has functional association with","MUC12 (has functional association with) MUC20"
"has functional association with","1.69694937724108","LCE1F (has functional association with) KRTAP10-7","false","has functional association with","LCE1F (has functional association with) KRTAP10-7"
"has functional association with","1.50958422674387","PRPF8 (has functional association with) SLC25A5","false","has functional association with","PRPF8 (has functional association with) SLC25A5"
"has functional association with","3.20742725883219","SCN4A (has functional association with) SCN5A","false","has functional association with","SCN4A (has functional association with) SCN5A"
"has functional association with","2.20071841991828","MAP3K10 (has functional association with) PAK2","false","has functional association with","MAP3K10 (has functional association with) PAK2"
"has functional association with","2.47281302690992","HUWE1 (has functional association with) LDHB","false","has functional association with","HUWE1 (has functional association with) LDHB"
"has functional association with","1.5061278108756","FANCD2 (has functional association with) PLEC","false","has functional association with","FANCD2 (has functional association with) PLEC"
"has functional association with","1.56070569445813","CYLD (has functional association with) KRT8","false","has functional association with","CYLD (has functional association with) KRT8"
"has functional association with","1.96167853152779","ABCA3 (has functional association with) SDHA","false","has functional association with","ABCA3 (has functional association with) SDHA"
"has functional association with","3.35028948309995","CYP2A6 (has functional association with) CYP21A2","false","has functional association with","CYP2A6 (has functional association with) CYP21A2"
"has functional association with","2.31550611786956","MAP4K1 (has functional association with) PRKD2","false","has functional association with","MAP4K1 (has functional association with) PRKD2"
"has functional association with","1.49306862471892","LGI4 (has functional association with) FLNC","false","has functional association with","LGI4 (has functional association with) FLNC"
"has functional association with","1.57344067188834","SLC25A5 (has functional association with) VAV1","false","has functional association with","SLC25A5 (has functional association with) VAV1"
"has functional association with","2.18588826434006","DLX4 (has functional association with) DIS3","false","has functional association with","DLX4 (has functional association with) DIS3"
"has functional association with","2.20060499121261","CHN2 (has functional association with) SLC22A13","false","has functional association with","CHN2 (has functional association with) SLC22A13"
"has functional association with","1.72421251190946","ATP2B3 (has functional association with) AVPR2","false","has functional association with","ATP2B3 (has functional association with) AVPR2"
"has functional association with","1.8183604681167","FCGR2A (has functional association with) SERPINA1","false","has functional association with","FCGR2A (has functional association with) SERPINA1"
"has functional association with","1.62209303920279","HLA-A (has functional association with) ILK","false","has functional association with","HLA-A (has functional association with) ILK"
"has functional association with","2.06614754770684","ZNG1B (has functional association with) ALDH3B1","false","has functional association with","ZNG1B (has functional association with) ALDH3B1"
"has functional association with","2.47262338861774","HLA-C (has functional association with) UBC","false","has functional association with","HLA-C (has functional association with) UBC"
"has functional association with","1.65443576658262","CYLD (has functional association with) TRAF2","false","has functional association with","CYLD (has functional association with) TRAF2"
"has functional association with","1.91191511796533","H1-7 (has functional association with) ZNF646","false","has functional association with","H1-7 (has functional association with) ZNF646"
"has functional association with","1.62956717228896","TNRC6A (has functional association with) ANAPC1","false","has functional association with","TNRC6A (has functional association with) ANAPC1"
"has functional association with","1.67656560847301","TAS2R30 (has functional association with) HCAR2","false","has functional association with","TAS2R30 (has functional association with) HCAR2"
"has functional association with","2.20055593692757","ARHGAP4 (has functional association with) ARHGAP31","false","has functional association with","ARHGAP4 (has functional association with) ARHGAP31"
"has functional association with","2.48613296829831","KRTAP10-7 (has functional association with) ZSCAN10","false","has functional association with","KRTAP10-7 (has functional association with) ZSCAN10"
"has functional association with","3.20742725883219","MYL5 (has functional association with) DYSF","false","has functional association with","MYL5 (has functional association with) DYSF"
"has functional association with","3.69298206472901","NBPF10 (has functional association with) NBPF9","false","has functional association with","NBPF10 (has functional association with) NBPF9"
"has functional association with","4.11718663921229","EP400 (has functional association with) TRRAP","false","has functional association with","EP400 (has functional association with) TRRAP"
"has functional association with","2.05423284460461","PRKD2 (has functional association with) MAP3K10","false","has functional association with","PRKD2 (has functional association with) MAP3K10"
"has functional association with","1.57637586342328","CYLD (has functional association with) BMS1","false","has functional association with","CYLD (has functional association with) BMS1"
"has functional association with","1.55750735230776","TAS2R46 (has functional association with) PRAMEF1","false","has functional association with","TAS2R46 (has functional association with) PRAMEF1"
"has functional association with","2.21583294197766","KRT8 (has functional association with) ZNF708","false","has functional association with","KRT8 (has functional association with) ZNF708"
"has functional association with","1.62586719889322","PLEC (has functional association with) TRAF2","false","has functional association with","PLEC (has functional association with) TRAF2"
"has functional association with","1.52103658032955","ILK (has functional association with) RAPH1","false","has functional association with","ILK (has functional association with) RAPH1"
"has functional association with","1.67656560847301","TAS2R46 (has functional association with) HCAR2","false","has functional association with","TAS2R46 (has functional association with) HCAR2"
"has functional association with","2.76423371107331","KRTAP5-2 (has functional association with) KRTAP4-5","false","has functional association with","KRTAP5-2 (has functional association with) KRTAP4-5"
"has functional association with","1.79973766395753","KRTAP5-7 (has functional association with) ZNF587","false","has functional association with","KRTAP5-7 (has functional association with) ZNF587"
"has functional association with","1.66937902002199","TAS2R19 (has functional association with) HCAR2","false","has functional association with","TAS2R19 (has functional association with) HCAR2"
"has functional association with","1.64335590866378","HUWE1 (has functional association with) TPTE2","false","has functional association with","HUWE1 (has functional association with) TPTE2"
"has functional association with","1.70834112818413","SAMHD1 (has functional association with) SERPINA1","false","has functional association with","SAMHD1 (has functional association with) SERPINA1"
"has functional association with","2.74618065340678","ZNF473 (has functional association with) KRTAP10-8","false","has functional association with","ZNF473 (has functional association with) KRTAP10-8"
"has functional association with","1.57926731068593","U2AF2 (has functional association with) AHNAK","false","has functional association with","U2AF2 (has functional association with) AHNAK"
"has functional association with","1.66500544204063","TAS2R19 (has functional association with) SSTR3","false","has functional association with","TAS2R19 (has functional association with) SSTR3"
"has functional association with","1.55748065102301","HLA-B (has functional association with) TUBB8","false","has functional association with","HLA-B (has functional association with) TUBB8"
"has functional association with","5.43548228992279","LAMA2 (has functional association with) LAMA3","false","has functional association with","LAMA2 (has functional association with) LAMA3"
"has functional association with","1.64011858558467","HNRNPL (has functional association with) MBNL1","false","has functional association with","HNRNPL (has functional association with) MBNL1"
"has functional association with","2.11765906292106","PRKD2 (has functional association with) UTY","false","has functional association with","PRKD2 (has functional association with) UTY"
"has functional association with","1.56722688199423","PRPF8 (has functional association with) AHNAK","false","has functional association with","PRPF8 (has functional association with) AHNAK"
"has functional association with","1.65140554410257","DIS3 (has functional association with) PLEC","false","has functional association with","DIS3 (has functional association with) PLEC"
"has functional association with","1.91184770269743","HUWE1 (has functional association with) C3","false","has functional association with","HUWE1 (has functional association with) C3"
"has functional association with","2.00704588055395","STT3B (has functional association with) KRAS","false","has functional association with","STT3B (has functional association with) KRAS"
"has functional association with","2.67733970488012","DUSP2 (has functional association with) BRAF","false","has functional association with","DUSP2 (has functional association with) BRAF"
"has functional association with","1.73428678316918","SPRY3 (has functional association with) HOXA1","false","has functional association with","SPRY3 (has functional association with) HOXA1"
"has functional association with","2.49901199169919","FCGR2A (has functional association with) MYO5A","false","has functional association with","FCGR2A (has functional association with) MYO5A"
"has functional association with","3.28655439544803","LYST (has functional association with) ATN1","false","has functional association with","LYST (has functional association with) ATN1"
"has functional association with","1.95113886619971","RGPD1 (has functional association with) TAF1A","false","has functional association with","RGPD1 (has functional association with) TAF1A"
"has functional association with","1.61398697469106","KPRP (has functional association with) NFX1","false","has functional association with","KPRP (has functional association with) NFX1"
"has functional association with","1.55044587915904","BRD4 (has functional association with) TOP2B","false","has functional association with","BRD4 (has functional association with) TOP2B"
"has functional association with","1.55044587915904","BRD4 (has functional association with) MYH14","false","has functional association with","BRD4 (has functional association with) MYH14"
"has functional association with","1.66500544204063","HCAR2 (has functional association with) SSTR3","false","has functional association with","HCAR2 (has functional association with) SSTR3"
"has functional association with","1.67367038790203","ABCA1 (has functional association with) FASN","false","has functional association with","ABCA1 (has functional association with) FASN"
"has functional association with","1.75717692882856","OR10H1 (has functional association with) PDE4DIP","false","has functional association with","OR10H1 (has functional association with) PDE4DIP"
"has functional association with","1.52842683766928","BIRC6 (has functional association with) EP400","false","has functional association with","BIRC6 (has functional association with) EP400"
"has functional association with","1.69290983000756","SAMHD1 (has functional association with) RBBP8","false","has functional association with","SAMHD1 (has functional association with) RBBP8"
"has functional association with","1.5672196454472","MYH11 (has functional association with) YWHAZ","false","has functional association with","MYH11 (has functional association with) YWHAZ"
"has functional association with","1.55394773358175","FLNA (has functional association with) MYO1C","false","has functional association with","FLNA (has functional association with) MYO1C"
"has functional association with","1.50947645769024","LGI4 (has functional association with) PGM5","false","has functional association with","LGI4 (has functional association with) PGM5"
"has functional association with","1.62765185386069","GPC1 (has functional association with) PLEC","false","has functional association with","GPC1 (has functional association with) PLEC"
"has functional association with","1.62390836515744","WASF3 (has functional association with) HNRNPL","false","has functional association with","WASF3 (has functional association with) HNRNPL"
"has functional association with","2.62799118473591","RARG (has functional association with) NCOR1","false","has functional association with","RARG (has functional association with) NCOR1"
"has functional association with","1.55041669522523","LILRA4 (has functional association with) CARMIL3","false","has functional association with","LILRA4 (has functional association with) CARMIL3"
"has functional association with","2.21560581841386","ITPR2 (has functional association with) PLCH2","false","has functional association with","ITPR2 (has functional association with) PLCH2"
"has functional association with","1.52459932402779","U2AF2 (has functional association with) SLC25A5","false","has functional association with","U2AF2 (has functional association with) SLC25A5"
"has functional association with","1.71261365897973","AP2M1 (has functional association with) TRPM7","false","has functional association with","AP2M1 (has functional association with) TRPM7"
"has functional association with","1.68254649085243","CUL9 (has functional association with) PRKD2","false","has functional association with","CUL9 (has functional association with) PRKD2"
"has functional association with","1.52461078539705","NBPF10 (has functional association with) ASH1L","false","has functional association with","NBPF10 (has functional association with) ASH1L"
"has functional association with","2.28088345869755","C1QTNF9B (has functional association with) INHBE","false","has functional association with","C1QTNF9B (has functional association with) INHBE"
"has functional association with","1.62012262346039","HLA-B (has functional association with) ATP12A","false","has functional association with","HLA-B (has functional association with) ATP12A"
"has functional association with","4.03434621832967","KRAS (has functional association with) NRAS","false","has functional association with","KRAS (has functional association with) NRAS"
"has functional association with","1.60745166530613","SRGAP2 (has functional association with) RPTOR","false","has functional association with","SRGAP2 (has functional association with) RPTOR"
"has functional association with","1.77287043373244","INF2 (has functional association with) RGPD8","false","has functional association with","INF2 (has functional association with) RGPD8"
"has functional association with","1.92045914988568","L1CAM (has functional association with) SPTBN4","false","has functional association with","L1CAM (has functional association with) SPTBN4"
"has functional association with","1.66351898448734","HLA-DQA1 (has functional association with) ATP2B2","false","has functional association with","HLA-DQA1 (has functional association with) ATP2B2"
"has functional association with","3.74402810867488","CYP2A6 (has functional association with) UGT1A3","false","has functional association with","CYP2A6 (has functional association with) UGT1A3"
"has functional association with","1.75703969862038","KRAS (has functional association with) SPTA1","false","has functional association with","KRAS (has functional association with) SPTA1"
"has functional association with","3.81660387819326","EPC1 (has functional association with) TRRAP","false","has functional association with","EPC1 (has functional association with) TRRAP"
"has functional association with","2.58091167329479","PLXND1 (has functional association with) PLXNA1","false","has functional association with","PLXND1 (has functional association with) PLXNA1"
"has functional association with","3.87731094954934","MAX (has functional association with) EP400","false","has functional association with","MAX (has functional association with) EP400"
"has functional association with","1.62951770559835","ITPR1 (has functional association with) VAV1","false","has functional association with","ITPR1 (has functional association with) VAV1"
"has functional association with","2.07800744090099","MAP3K10 (has functional association with) MAP3K19","false","has functional association with","MAP3K10 (has functional association with) MAP3K19"
"has functional association with","1.53217622307577","AP2M1 (has functional association with) APC","false","has functional association with","AP2M1 (has functional association with) APC"
"has functional association with","1.65746489443075","PRAMEF11 (has functional association with) ZNF845","false","has functional association with","PRAMEF11 (has functional association with) ZNF845"
"has functional association with","2.59399545206557","HLA-A (has functional association with) KLRC2","false","has functional association with","HLA-A (has functional association with) KLRC2"
"has functional association with","1.73426136430968","IGLL5 (has functional association with) PLXNA3","false","has functional association with","IGLL5 (has functional association with) PLXNA3"
"has functional association with","2.88458458604137","TUBA3D (has functional association with) TUBB8","false","has functional association with","TUBA3D (has functional association with) TUBB8"
"has functional association with","3.6351884361295","NPAP1 (has functional association with) NUP153","false","has functional association with","NPAP1 (has functional association with) NUP153"
"has functional association with","1.64659792539331","CHN2 (has functional association with) SYNGAP1","false","has functional association with","CHN2 (has functional association with) SYNGAP1"
"has functional association with","1.70123592020944","ZZEF1 (has functional association with) PDE4DIP","false","has functional association with","ZZEF1 (has functional association with) PDE4DIP"
"has functional association with","1.64008211057458","CHRM3 (has functional association with) GRM6","false","has functional association with","CHRM3 (has functional association with) GRM6"
"has functional association with","2.76356138247404","FANCD2 (has functional association with) TPTE","false","has functional association with","FANCD2 (has functional association with) TPTE"
"has functional association with","1.9116073676513","HLA-DRB5 (has functional association with) CTSF","false","has functional association with","HLA-DRB5 (has functional association with) CTSF"
"has functional association with","3.95636480716673","TAS2R31 (has functional association with) TAS2R30","false","has functional association with","TAS2R31 (has functional association with) TAS2R30"
"has functional association with","1.70540178109815","SRGAP2 (has functional association with) NAV1","false","has functional association with","SRGAP2 (has functional association with) NAV1"
"has functional association with","2.41072325838957","KRTAP10-7 (has functional association with) ZNF587","false","has functional association with","KRTAP10-7 (has functional association with) ZNF587"
"has functional association with","1.708288896286","RHOQ (has functional association with) OBSCN","false","has functional association with","RHOQ (has functional association with) OBSCN"
"has functional association with","1.98357282957279","ARID2 (has functional association with) BCL7A","false","has functional association with","ARID2 (has functional association with) BCL7A"
"has functional association with","1.56055063041271","U2AF2 (has functional association with) DDX41","false","has functional association with","U2AF2 (has functional association with) DDX41"
"has functional association with","1.62951515339201","FGFR3 (has functional association with) KRT8","false","has functional association with","FGFR3 (has functional association with) KRT8"
"has functional association with","1.67504660388499","H1-4 (has functional association with) SCAF1","false","has functional association with","H1-4 (has functional association with) SCAF1"
"has functional association with","1.54306633203113","CYLD (has functional association with) BCLAF1","false","has functional association with","CYLD (has functional association with) BCLAF1"
"has functional association with","1.62950607904245","STT3B (has functional association with) NRAS","false","has functional association with","STT3B (has functional association with) NRAS"
"has functional association with","4.11377785044196","NLRP13 (has functional association with) NLRP4","false","has functional association with","NLRP13 (has functional association with) NLRP4"
"has functional association with","4.11377785044196","NLRP13 (has functional association with) NLRP8","false","has functional association with","NLRP13 (has functional association with) NLRP8"
"has functional association with","2.88458458594103","TUBB8 (has functional association with) TUBA3C","false","has functional association with","TUBB8 (has functional association with) TUBA3C"
"has functional association with","1.79002160609766","KRTAP10-8 (has functional association with) ZNF559","false","has functional association with","KRTAP10-8 (has functional association with) ZNF559"
"has functional association with","2.00660816713163","TRPM7 (has functional association with) MYH14","false","has functional association with","TRPM7 (has functional association with) MYH14"
"has functional association with","1.54306633203113","CYLD (has functional association with) PDE4DIP","false","has functional association with","CYLD (has functional association with) PDE4DIP"
"has functional association with","3.63472329106139","MAGEA6 (has functional association with) TRO","false","has functional association with","MAGEA6 (has functional association with) TRO"
"has functional association with","3.63472329106139","MAGEE2 (has functional association with) MAGEA6","false","has functional association with","MAGEE2 (has functional association with) MAGEA6"
"has functional association with","4.11377785044196","NLRP4 (has functional association with) NLRP9","false","has functional association with","NLRP4 (has functional association with) NLRP9"
"has functional association with","4.11377785044196","NLRP8 (has functional association with) NLRP5","false","has functional association with","NLRP8 (has functional association with) NLRP5"
"has functional association with","4.11377785044196","NLRP13 (has functional association with) NLRP5","false","has functional association with","NLRP13 (has functional association with) NLRP5"
"has functional association with","1.69975966560237","HADHB (has functional association with) SUOX","false","has functional association with","HADHB (has functional association with) SUOX"
"has functional association with","4.11377785044196","NLRP13 (has functional association with) NLRP9","false","has functional association with","NLRP13 (has functional association with) NLRP9"
"has functional association with","4.28407125499462","RYR1 (has functional association with) RYR2","false","has functional association with","RYR1 (has functional association with) RYR2"
"has functional association with","4.11377785044196","NLRP8 (has functional association with) NLRP4","false","has functional association with","NLRP8 (has functional association with) NLRP4"
"has functional association with","1.92042051858905","OSBPL10 (has functional association with) INF2","false","has functional association with","OSBPL10 (has functional association with) INF2"
"has functional association with","3.63472329106139","MAGEA6 (has functional association with) MAGEC1","false","has functional association with","MAGEA6 (has functional association with) MAGEC1"
"has functional association with","1.59287378129343","HNRNPL (has functional association with) SPTBN4","false","has functional association with","HNRNPL (has functional association with) SPTBN4"
"has functional association with","4.11377785044196","NLRP5 (has functional association with) NLRP4","false","has functional association with","NLRP5 (has functional association with) NLRP4"
"has functional association with","3.31601002445737","SIRPA (has functional association with) SFTPA1","false","has functional association with","SIRPA (has functional association with) SFTPA1"
"has functional association with","4.11377785044196","NLRP5 (has functional association with) NLRP9","false","has functional association with","NLRP5 (has functional association with) NLRP9"
"has functional association with","4.11377785044196","NLRP8 (has functional association with) NLRP9","false","has functional association with","NLRP8 (has functional association with) NLRP9"
"has functional association with","1.68252560104447","DHX29 (has functional association with) RPL10","false","has functional association with","DHX29 (has functional association with) RPL10"
"has functional association with","3.95528496251943","FANCD2 (has functional association with) RBBP8","false","has functional association with","FANCD2 (has functional association with) RBBP8"
"has functional association with","1.98335886784209","FASN (has functional association with) BRD4","false","has functional association with","FASN (has functional association with) BRD4"
"has functional association with","2.04104917943478","HOXA1 (has functional association with) KRT38","false","has functional association with","HOXA1 (has functional association with) KRT38"
"has functional association with","2.4449250161399","SIRPB1 (has functional association with) HLA-B","false","has functional association with","SIRPB1 (has functional association with) HLA-B"
"has functional association with","2.4449250161399","SIRPB1 (has functional association with) HLA-C","false","has functional association with","SIRPB1 (has functional association with) HLA-C"
"has functional association with","1.68101310299372","ITPR3 (has functional association with) KRT8","false","has functional association with","ITPR3 (has functional association with) KRT8"
"has functional association with","2.41046875851101","CYP21A2 (has functional association with) LCE1F","false","has functional association with","CYP21A2 (has functional association with) LCE1F"
"has functional association with","1.68399039178418","PRKD2 (has functional association with) TERT","false","has functional association with","PRKD2 (has functional association with) TERT"
"has functional association with","3.69024258801282","CACNA1A (has functional association with) CACNA2D2","false","has functional association with","CACNA1A (has functional association with) CACNA2D2"
"has functional association with","4.19630714553684","PLEC (has functional association with) EPPK1","false","has functional association with","PLEC (has functional association with) EPPK1"
"has functional association with","1.7012014586471","STT3B (has functional association with) RAB7A","false","has functional association with","STT3B (has functional association with) RAB7A"
"has functional association with","1.71688532279783","KIR2DL4 (has functional association with) ATP2B2","false","has functional association with","KIR2DL4 (has functional association with) ATP2B2"
"has functional association with","2.01795104385845","EGR1 (has functional association with) ARID2","false","has functional association with","EGR1 (has functional association with) ARID2"
"has functional association with","1.70825698723909","ALDH3B1 (has functional association with) INF2","false","has functional association with","ALDH3B1 (has functional association with) INF2"
"has functional association with","1.69140985049932","IGLL5 (has functional association with) STX17","false","has functional association with","IGLL5 (has functional association with) STX17"
"has functional association with","1.96124454627682","CHD5 (has functional association with) CHD8","false","has functional association with","CHD5 (has functional association with) CHD8"
"has functional association with","1.55383690056637","HNRNPL (has functional association with) NAV1","false","has functional association with","HNRNPL (has functional association with) NAV1"
"has functional association with","4.28330369631139","LCE2B (has functional association with) LCE1F","false","has functional association with","LCE2B (has functional association with) LCE1F"
"has functional association with","1.96124454627682","CHD5 (has functional association with) EP400","false","has functional association with","CHD5 (has functional association with) EP400"
"has functional association with","1.53917339820059","MAX (has functional association with) TBP","false","has functional association with","MAX (has functional association with) TBP"
"has functional association with","2.10399821449609","LCE2B (has functional association with) KRTAP4-5","false","has functional association with","LCE2B (has functional association with) KRTAP4-5"
"has functional association with","1.60503926527468","NIPBL (has functional association with) RPL10","false","has functional association with","NIPBL (has functional association with) RPL10"
"has functional association with","1.50933227583279","HLA-A (has functional association with) KRAS","false","has functional association with","HLA-A (has functional association with) KRAS"
"has functional association with","1.52822763162596","UHRF2 (has functional association with) BRD4","false","has functional association with","UHRF2 (has functional association with) BRD4"
"has functional association with","2.55200758035535","VPS13B (has functional association with) PPIAL4G","false","has functional association with","VPS13B (has functional association with) PPIAL4G"
"has functional association with","1.74008825904817","PHLDA1 (has functional association with) INF2","false","has functional association with","PHLDA1 (has functional association with) INF2"
"has functional association with","1.53918270698243","PABPC1 (has functional association with) PRRC2A","false","has functional association with","PABPC1 (has functional association with) PRRC2A"
"has functional association with","1.57620834806898","AP2M1 (has functional association with) TNRC6A","false","has functional association with","AP2M1 (has functional association with) TNRC6A"
"has functional association with","1.88152612371411","ABCA7 (has functional association with) HADHB","false","has functional association with","ABCA7 (has functional association with) HADHB"
"has functional association with","2.10399821435266","KRTAP4-5 (has functional association with) ZNF835","false","has functional association with","KRTAP4-5 (has functional association with) ZNF835"
"has functional association with","1.66780197520045","DYNC1H1 (has functional association with) HLA-DQA2","false","has functional association with","DYNC1H1 (has functional association with) HLA-DQA2"
"has functional association with","1.58195308574404","DYNC1H1 (has functional association with) CKAP5","false","has functional association with","DYNC1H1 (has functional association with) CKAP5"
"has functional association with","1.59782863326795","ABCA7 (has functional association with) ATP2B3","false","has functional association with","ABCA7 (has functional association with) ATP2B3"
"has functional association with","2.11697617861483","ITPR1 (has functional association with) PLCH2","false","has functional association with","ITPR1 (has functional association with) PLCH2"
"has functional association with","1.71686755204806","NBPF10 (has functional association with) RFPL4AL1","false","has functional association with","NBPF10 (has functional association with) RFPL4AL1"
"has functional association with","1.67360091365365","APC (has functional association with) LAMA3","false","has functional association with","APC (has functional association with) LAMA3"
"has functional association with","4.19489399302805","HLA-DQB2 (has functional association with) HLA-DRB5","false","has functional association with","HLA-DQB2 (has functional association with) HLA-DRB5"
"has functional association with","1.50930378943481","UBC (has functional association with) CARD11","false","has functional association with","UBC (has functional association with) CARD11"
"has functional association with","1.69565971374467","CCT8L2 (has functional association with) DIS3","false","has functional association with","CCT8L2 (has functional association with) DIS3"
"has functional association with","1.70256934988094","KLHL34 (has functional association with) CKAP5","false","has functional association with","KLHL34 (has functional association with) CKAP5"
"has functional association with","1.66637096281204","ARHGEF5 (has functional association with) HERC2","false","has functional association with","ARHGEF5 (has functional association with) HERC2"
"has functional association with","1.56705682336005","BRD4 (has functional association with) NELFE","false","has functional association with","BRD4 (has functional association with) NELFE"
"has functional association with","1.56047103384242","KRTAP10-8 (has functional association with) C3","false","has functional association with","KRTAP10-8 (has functional association with) C3"
"has functional association with","1.66636463138794","ZNF837 (has functional association with) NOTCH2NLA","false","has functional association with","ZNF837 (has functional association with) NOTCH2NLA"
"has functional association with","1.69425869226134","DOCK3 (has functional association with) HOXA1","false","has functional association with","DOCK3 (has functional association with) HOXA1"
"has functional association with","1.69425869222177","HOXA1 (has functional association with) KRTAP4-5","false","has functional association with","HOXA1 (has functional association with) KRTAP4-5"
"has functional association with","4.03080378212289","RB1 (has functional association with) RBBP8","false","has functional association with","RB1 (has functional association with) RBBP8"
"has functional association with","1.50585698258613","CYP2A6 (has functional association with) APOB","false","has functional association with","CYP2A6 (has functional association with) APOB"
"has functional association with","1.5732142895038","RAG1 (has functional association with) UBC","false","has functional association with","RAG1 (has functional association with) UBC"
"has functional association with","1.63483955897757","NOTCH1 (has functional association with) CACNA1A","false","has functional association with","NOTCH1 (has functional association with) CACNA1A"
"has functional association with","1.66046932319237","HLA-C (has functional association with) RPL10","false","has functional association with","HLA-C (has functional association with) RPL10"
"has functional association with","1.69564206931877","KRT5 (has functional association with) UBC","false","has functional association with","KRT5 (has functional association with) UBC"
"has functional association with","2.21494540031532","PNRC2 (has functional association with) RARG","false","has functional association with","PNRC2 (has functional association with) RARG"
"has functional association with","1.6348395413052","TMEM216 (has functional association with) RAB7A","false","has functional association with","TMEM216 (has functional association with) RAB7A"
"has functional association with","1.60737231716251","ABCA7 (has functional association with) ATP2B2","false","has functional association with","ABCA7 (has functional association with) ATP2B2"
"has functional association with","1.63659707932889","GPC1 (has functional association with) RAB7A","false","has functional association with","GPC1 (has functional association with) RAB7A"
"has functional association with","1.5244054296247","FCGR2A (has functional association with) HLA-A","false","has functional association with","FCGR2A (has functional association with) HLA-A"
"has functional association with","1.60267325119342","UBC (has functional association with) USP9Y","false","has functional association with","UBC (has functional association with) USP9Y"
"has functional association with","1.97198443301505","RXRB (has functional association with) CACNA1B","false","has functional association with","RXRB (has functional association with) CACNA1B"
"has functional association with","2.93897189992076","KRTAP5-4 (has functional association with) KRTAP5-2","false","has functional association with","KRTAP5-4 (has functional association with) KRTAP5-2"
"has functional association with","1.67947398094545","ZNF837 (has functional association with) HOXA1","false","has functional association with","ZNF837 (has functional association with) HOXA1"
"has functional association with","1.6604651069503","FLNA (has functional association with) VWF","false","has functional association with","FLNA (has functional association with) VWF"
"has functional association with","1.97198443301505","HLA-DQB2 (has functional association with) CTSF","false","has functional association with","HLA-DQB2 (has functional association with) CTSF"
"has functional association with","3.42999421287795","SPTBN4 (has functional association with) PTPRN2","false","has functional association with","SPTBN4 (has functional association with) PTPRN2"
"has functional association with","3.5805520916512","IRS1 (has functional association with) RPTOR","false","has functional association with","IRS1 (has functional association with) RPTOR"
"has functional association with","3.13500247054047","RYR2 (has functional association with) CACNA2D2","false","has functional association with","RYR2 (has functional association with) CACNA2D2"
"has functional association with","2.76226608198573","CUL9 (has functional association with) ZNF841","false","has functional association with","CUL9 (has functional association with) ZNF841"
"has functional association with","1.72410124929411","C1D (has functional association with) ZGPAT","false","has functional association with","C1D (has functional association with) ZGPAT"
"has functional association with","1.55377552823396","KRAS (has functional association with) SLC7A1","false","has functional association with","KRAS (has functional association with) SLC7A1"
"has functional association with","1.68841598239984","U2AF2 (has functional association with) SRRM2","false","has functional association with","U2AF2 (has functional association with) SRRM2"
